Country or Area,Item,Year,Series,Value
Belgium,"Housing, water, electricity, gas and other fuels",1995,200,24874000000
Belgium,"Housing, water, electricity, gas and other fuels",1995,100,1005975000000
Belgium,"Housing, water, electricity, gas and other fuels",1995,30,1001429000000
Belgium,Transport,1995,1000,12300900000
Belgium,Transport,1995,300,12184300000
Belgium,Transport,1995,200,13838900000
Belgium,Transport,1995,100,541913000000
Belgium,Communication,1995,1000,1727000000
Belgium,Communication,1995,300,1758700000
Belgium,Communication,1995,200,1586100000
Belgium,Communication,1995,100,64859000000
Belgium,Food and non-alcoholic beverages,1994,30,694600000000
Belgium,"Alcoholic beverages, tobacco and narcotics",1994,30,129392000000
Belgium,Clothing and footwear,1994,30,351512000000
Belgium,"Housing, water, electricity, gas and other fuels",1994,30,959537000000
Belgium,Food and non-alcoholic beverages,1993,30,672006000000
Belgium,"Alcoholic beverages, tobacco and narcotics",1993,30,125905000000
Belgium,Clothing and footwear,1993,30,348501000000
Belgium,"Housing, water, electricity, gas and other fuels",1993,30,915372000000
Finland,Food and non-alcoholic beverages,2007,1000,10398000000
Finland,Food and non-alcoholic beverages,2007,500,10435000000
Finland,Food and non-alcoholic beverages,2007,400,10862000000
Finland,"Alcoholic beverages, tobacco and narcotics",2007,1000,4275000000
Finland,"Alcoholic beverages, tobacco and narcotics",2007,500,4313000000
Finland,"Alcoholic beverages, tobacco and narcotics",2007,400,4185000000
Finland,Clothing and footwear,2007,1000,4236000000
Finland,Clothing and footwear,2007,500,4288000000
Finland,Clothing and footwear,2007,400,4289000000
Finland,"Housing, water, electricity, gas and other fuels",2007,1000,20895000000
Finland,"Housing, water, electricity, gas and other fuels",2007,500,21436000000
Finland,"Housing, water, electricity, gas and other fuels",2007,400,21399000000
Finland,Transport,2007,1000,11046000000
Finland,Transport,2007,500,10147000000
Finland,Transport,2007,400,10264000000
Finland,Communication,2007,1000,2325000000
Finland,Communication,2007,500,2232000000
Finland,Communication,2007,400,2232000000
Finland,Food and non-alcoholic beverages,2006,1000,9789000000
Finland,Food and non-alcoholic beverages,2006,500,9789000000
Finland,Food and non-alcoholic beverages,2006,400,10211000000
Finland,"Alcoholic beverages, tobacco and narcotics",2006,1000,4181000000
Finland,"Alcoholic beverages, tobacco and narcotics",2006,500,4181000000
Finland,"Alcoholic beverages, tobacco and narcotics",2006,400,4050000000
Finland,Clothing and footwear,2006,1000,4018000000
Finland,Clothing and footwear,2006,500,4018000000
Finland,Clothing and footwear,2006,400,4019000000
Finland,"Housing, water, electricity, gas and other fuels",2006,1000,20118000000
Finland,"Housing, water, electricity, gas and other fuels",2006,500,20562000000
Finland,"Housing, water, electricity, gas and other fuels",2006,400,20482000000
Finland,Transport,2006,1000,10828000000
Finland,Transport,2006,500,10196000000
Finland,Transport,2006,400,10378000000
Finland,Communication,2006,1000,2194000000
Finland,Communication,2006,500,2194000000
Finland,Communication,2006,400,2194000000
Finland,Food and non-alcoholic beverages,2005,1000,9381000000
Finland,Food and non-alcoholic beverages,2005,500,9381000000
Finland,Food and non-alcoholic beverages,2005,400,9715000000
Finland,"Alcoholic beverages, tobacco and narcotics",2005,1000,4052000000
Finland,"Alcoholic beverages, tobacco and narcotics",2005,500,4052000000
Finland,"Alcoholic beverages, tobacco and narcotics",2005,400,3919000000
Finland,Clothing and footwear,2005,1000,3771000000
Finland,Clothing and footwear,2005,500,3771000000
Finland,Clothing and footwear,2005,400,3772000000
Finland,"Housing, water, electricity, gas and other fuels",2005,1000,19253000000
Finland,"Housing, water, electricity, gas and other fuels",2005,500,19640000000
Finland,"Housing, water, electricity, gas and other fuels",2005,400,19690000000
Finland,Transport,2005,1000,10438000000
Finland,Transport,2005,500,9894000000
Finland,Transport,2005,400,10037000000
Finland,Communication,2005,1000,2185000000
Finland,Communication,2005,500,2185000000
Finland,Communication,2005,400,2185000000
Finland,Food and non-alcoholic beverages,2004,1000,9138000000
Finland,Food and non-alcoholic beverages,2004,500,9138000000
Finland,Food and non-alcoholic beverages,2004,400,9380000000
Finland,"Alcoholic beverages, tobacco and narcotics",2004,1000,4082000000
Finland,"Alcoholic beverages, tobacco and narcotics",2004,500,4082000000
Finland,"Alcoholic beverages, tobacco and narcotics",2004,400,3902000000
Finland,Clothing and footwear,2004,1000,3574000000
Finland,Clothing and footwear,2004,500,3574000000
Finland,Clothing and footwear,2004,400,3574000000
Finland,"Housing, water, electricity, gas and other fuels",2004,1000,18644000000
Finland,"Housing, water, electricity, gas and other fuels",2004,500,18968000000
Finland,"Housing, water, electricity, gas and other fuels",2004,400,19015000000
Finland,Transport,2004,1000,9863000000
Finland,Transport,2004,500,9398000000
Finland,Transport,2004,400,9553000000
Finland,Communication,2004,1000,2452000000
Finland,Communication,2004,500,2452000000
Finland,Communication,2004,400,2452000000
Finland,Food and non-alcoholic beverages,2003,1000,8992000000
Finland,Food and non-alcoholic beverages,2003,500,8992000000
Finland,Food and non-alcoholic beverages,2003,400,9146000000
Finland,Food and non-alcoholic beverages,2003,300,9146000000
Finland,"Alcoholic beverages, tobacco and narcotics",2003,1000,4340000000
Finland,"Alcoholic beverages, tobacco and narcotics",2003,500,4340000000
Finland,"Alcoholic beverages, tobacco and narcotics",2003,400,4136000000
Finland,"Alcoholic beverages, tobacco and narcotics",2003,300,4134000000
Finland,Clothing and footwear,2003,1000,3396000000
Finland,Clothing and footwear,2003,500,3396000000
Finland,Clothing and footwear,2003,400,3397000000
Finland,Clothing and footwear,2003,300,3379000000
Finland,"Housing, water, electricity, gas and other fuels",2003,1000,18021000000
Finland,"Housing, water, electricity, gas and other fuels",2003,500,18294000000
Finland,"Housing, water, electricity, gas and other fuels",2003,400,18383000000
Finland,"Housing, water, electricity, gas and other fuels",2003,300,18383000000
Finland,Transport,2003,1000,9630000000
Finland,Transport,2003,500,9243000000
Finland,Transport,2003,400,9373000000
Finland,Transport,2003,300,9321000000
Finland,Communication,2003,1000,2339000000
Finland,Communication,2003,500,2339000000
Finland,Communication,2003,400,2339000000
Finland,Communication,2003,300,2339000000
Finland,Food and non-alcoholic beverages,2002,1000,8624000000
Finland,Food and non-alcoholic beverages,2002,500,8624000000
Finland,Food and non-alcoholic beverages,2002,400,8702000000
Finland,Food and non-alcoholic beverages,2002,300,8762000000
Finland,"Alcoholic beverages, tobacco and narcotics",2002,1000,4234000000
Finland,"Alcoholic beverages, tobacco and narcotics",2002,500,4234000000
Finland,"Alcoholic beverages, tobacco and narcotics",2002,400,4039000000
Finland,"Alcoholic beverages, tobacco and narcotics",2002,300,4034000000
Finland,Clothing and footwear,2002,1000,3211000000
Finland,Clothing and footwear,2002,500,3211000000
Finland,Clothing and footwear,2002,400,3211000000
Finland,Clothing and footwear,2002,300,3211000000
Finland,"Housing, water, electricity, gas and other fuels",2002,1000,17152000000
Finland,"Housing, water, electricity, gas and other fuels",2002,500,17370000000
Finland,"Housing, water, electricity, gas and other fuels",2002,400,17452000000
Finland,"Housing, water, electricity, gas and other fuels",2002,300,17475000000
Finland,Transport,2002,1000,8781000000
Finland,Transport,2002,500,8461000000
Finland,Transport,2002,400,8456000000
Finland,Transport,2002,300,8386000000
Finland,Communication,2002,1000,2295000000
Finland,Communication,2002,500,2295000000
Finland,Communication,2002,400,2295000000
Finland,Communication,2002,300,2279000000
Finland,Food and non-alcoholic beverages,2001,1000,8454000000
Finland,Food and non-alcoholic beverages,2001,500,8454000000
Finland,Food and non-alcoholic beverages,2001,400,8450000000
Finland,Food and non-alcoholic beverages,2001,300,8405000000
Finland,Food and non-alcoholic beverages,2001,200,8347000000
Finland,"Alcoholic beverages, tobacco and narcotics",2001,1000,4074000000
Finland,"Alcoholic beverages, tobacco and narcotics",2001,500,4074000000
Finland,"Alcoholic beverages, tobacco and narcotics",2001,400,3899000000
Finland,"Alcoholic beverages, tobacco and narcotics",2001,300,3849000000
Finland,"Alcoholic beverages, tobacco and narcotics",2001,200,3605000000
Finland,Clothing and footwear,2001,1000,3046000000
Finland,Clothing and footwear,2001,500,3046000000
Finland,Clothing and footwear,2001,400,3046000000
Finland,Clothing and footwear,2001,300,3046000000
Finland,Clothing and footwear,2001,200,3032000000
Finland,"Housing, water, electricity, gas and other fuels",2001,1000,16262000000
Finland,"Housing, water, electricity, gas and other fuels",2001,500,16429000000
Finland,"Housing, water, electricity, gas and other fuels",2001,400,16473000000
Finland,"Housing, water, electricity, gas and other fuels",2001,300,16512000000
Finland,"Housing, water, electricity, gas and other fuels",2001,200,16837000000
Finland,Transport,2001,1000,8205000000
Finland,Transport,2001,500,7935000000
Finland,Transport,2001,400,8003000000
Finland,Transport,2001,300,8052000000
Finland,Transport,2001,200,8287000000
Finland,Communication,2001,1000,2191000000
Finland,Communication,2001,500,2191000000
Finland,Communication,2001,400,2191000000
Finland,Communication,2001,300,2205000000
Finland,Communication,2001,200,2081000000
Finland,Food and non-alcoholic beverages,2000,1000,7921000000
Finland,Food and non-alcoholic beverages,2000,500,7921000000
Finland,Food and non-alcoholic beverages,2000,400,7921000000
Finland,Food and non-alcoholic beverages,2000,300,7921000000
Finland,Food and non-alcoholic beverages,2000,200,7949000000
Finland,"Alcoholic beverages, tobacco and narcotics",2000,1000,3644000000
Finland,"Alcoholic beverages, tobacco and narcotics",2000,500,3644000000
Finland,"Alcoholic beverages, tobacco and narcotics",2000,400,3465000000
Finland,"Alcoholic beverages, tobacco and narcotics",2000,300,3566000000
Finland,"Alcoholic beverages, tobacco and narcotics",2000,200,3345000000
Finland,Clothing and footwear,2000,1000,2893000000
Finland,Clothing and footwear,2000,500,2893000000
Finland,Clothing and footwear,2000,400,2893000000
Finland,Clothing and footwear,2000,300,2893000000
Finland,Clothing and footwear,2000,200,2841000000
Finland,"Housing, water, electricity, gas and other fuels",2000,1000,15441000000
Finland,"Housing, water, electricity, gas and other fuels",2000,500,15562000000
Finland,"Housing, water, electricity, gas and other fuels",2000,400,15540000000
Finland,"Housing, water, electricity, gas and other fuels",2000,300,15623000000
Finland,"Housing, water, electricity, gas and other fuels",2000,200,15915000000
Finland,Transport,2000,1000,8332000000
Finland,Transport,2000,500,8113000000
Finland,Transport,2000,400,8162000000
Finland,Transport,2000,300,8309000000
Finland,Transport,2000,200,8657000000
Finland,Communication,2000,1000,1971000000
Finland,Communication,2000,500,1971000000
Finland,Communication,2000,400,1971000000
Finland,Communication,2000,300,2064000000
Finland,Communication,2000,200,1963000000
Finland,Food and non-alcoholic beverages,1999,1000,7676000000
Finland,Food and non-alcoholic beverages,1999,500,7676000000
Finland,Food and non-alcoholic beverages,1999,400,7676000000
Finland,Food and non-alcoholic beverages,1999,300,7676000000
Finland,Food and non-alcoholic beverages,1999,200,7628163404.66183
Finland,Food and non-alcoholic beverages,1999,100,45314000000
Finland,"Alcoholic beverages, tobacco and narcotics",1999,1000,3389000000
Finland,"Alcoholic beverages, tobacco and narcotics",1999,500,3389000000
Finland,"Alcoholic beverages, tobacco and narcotics",1999,400,3253000000
Finland,"Alcoholic beverages, tobacco and narcotics",1999,300,3252000000
Finland,"Alcoholic beverages, tobacco and narcotics",1999,200,3321543359.68838
Finland,"Alcoholic beverages, tobacco and narcotics",1999,100,19725000000
Finland,Clothing and footwear,1999,1000,2888000000
Finland,Clothing and footwear,1999,500,2888000000
Finland,Clothing and footwear,1999,400,2888000000
Finland,Clothing and footwear,1999,300,2888000000
Finland,Clothing and footwear,1999,200,2696557024.95741
